"ID","Organism.Name","Strain","BioSample","BioProject","Assembly","GenBank.FTP"
551,"Bacillus anthracis","2000031765","SAMN03165120 ","PRJNA264742","GCA_000783055.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/055/GCA_000783055.1_ASM78305v1"
552,"Bacillus anthracis","2000032819","SAMN03165121 ","PRJNA264742","GCA_000783075.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/075/GCA_000783075.1_ASM78307v1"
553,"Bacillus anthracis","2000032879","SAMN03165123 ","PRJNA264742","GCA_000783095.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/095/GCA_000783095.1_ASM78309v1"
555,"Bacillus anthracis","2000032967","SAMN03165126 ","PRJNA264742","GCA_000783135.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/135/GCA_000783135.1_ASM78313v1"
556,"Bacillus anthracis","2000032968","SAMN03165127 ","PRJNA264742","GCA_000783155.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/155/GCA_000783155.1_ASM78315v1"
557,"Bacillus anthracis","2000032975","SAMN03165128 ","PRJNA264742","GCA_000783165.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/165/GCA_000783165.1_ASM78316v1"
558,"Bacillus anthracis","2000032979","SAMN03165129 ","PRJNA264742","GCA_000783195.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/195/GCA_000783195.1_ASM78319v1"
559,"Bacillus anthracis","2000032989","SAMN03165130 ","PRJNA264742","GCA_000783215.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/215/GCA_000783215.1_ASM78321v1"
560,"Bacillus anthracis","2002013094","SAMN03165131 ","PRJNA264742","GCA_000783235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/235/GCA_000783235.1_ASM78323v1"
561,"Bacillus amyloliquefaciens HB-26","HB-26","SAMN03196740 ","PRJNA212551","GCA_000784675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/784/675/GCA_000784675.1_A3_1"
562,"Bacillus aryabhattai","GZ03","SAMN02909700 ","PRJNA255059","GCA_000785045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/785/045/GCA_000785045.1_ASM78504v1"
566,"Bacillus subtilis subsp. subtilis str. 168","168","SAMN03222589 ","PRJNA268543","GCA_000789275.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/275/GCA_000789275.1_ASM78927v1"
567,"Bacillus subtilis","PS832","SAMN03222590 ","PRJNA268543","GCA_000789295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/295/GCA_000789295.1_ASM78929v1"
568,"Bacillus cereus","03BB87","SAMN03121921 ","PRJNA264413","GCA_000789315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/315/GCA_000789315.1_ASM78931v1"
569,"Bacillus altitudinis","B-388","SAMN02873991 ","PRJNA253622","GCA_000789425.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/425/GCA_000789425.2_ASM78942v2"
570,"Bacillus anthracis","2000031008","SAMN03165111 ","PRJNA264742","GCA_000793525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/793/525/GCA_000793525.1_ASM79352v1"
571,"Bacillus anthracis","2000032832","SAMN03165122 ","PRJNA264742","GCA_000793545.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/793/545/GCA_000793545.1_ASM79354v1"
572,"Bacillus anthracis","2000032892","SAMN03165124 ","PRJNA264742","GCA_000793565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/793/565/GCA_000793565.1_ASM79356v1"
573,"Bacillus amyloliquefaciens","JJC33M","SAMN03216563 ","PRJNA268171","GCA_000798615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/798/615/GCA_000798615.1_ASM79861v1"
574,"Bacillus sp. WP8","WP8","SAMN03217316 ","PRJNA268247","GCA_000800825.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/825/GCA_000800825.1_ASM80082v1"
575,"Bacillus thuringiensis serovar galleriae","HD-29","SAMN03074947 ","PRJNA261635","GCA_000803665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/803/665/GCA_000803665.1_ASM80366v1"
576,"Bacillus anthracis","A0157","SAMN03267488 ","PRJNA270580","GCA_000808075.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/075/GCA_000808075.1_ASM80807v1"
578,"Bacillus selenatarsenatis SF-1","SF-1","SAMD00020551 ","PRJDB1095","GCA_000813125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/813/125/GCA_000813125.1_ASM81312v1"
579,"Bacillus sp. Pc3","Pc3","SAMN03272513 ","PRJNA271045","GCA_000815145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/145/GCA_000815145.1_ASM81514v1"
580,"Bacillus amyloliquefaciens","LPL-K103","SAMN03272507 ","PRJNA271043","GCA_000815275.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/275/GCA_000815275.1_ASM81527v1"
581,"Bacillus sp. MSP13","MSP13","SAMN03273304 ","PRJNA271207","GCA_000815295.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/295/GCA_000815295.1_ASM81529v1"
582,"Bacillus sp. REN51N","REN51N","SAMN03273264 ","PRJNA271176","GCA_000815345.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/345/GCA_000815345.1_ASM81534v1"
583,"Bacillus sp. MSP5.4","MSP5.4","SAMN03273303 ","PRJNA271206","GCA_000815365.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/365/GCA_000815365.1_ASM81536v1"
584,"Bacillus thuringiensis","AK47","SAMN03271686 ","PRJNA270906","GCA_000816555.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/555/GCA_000816555.1_ASM81655v1"
585,"Bacillus amyloliquefaciens","TF28","SAMN03223812 ","PRJNA268537","GCA_000817575.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/575/GCA_000817575.1_ASM81757v1"
586,"Bacillus sp. A053","A053","SAMN03273270 ","PRJNA271178","GCA_000819585.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/819/585/GCA_000819585.1_ASM81958v1"
587,"Bacillus sp. JCA","JCA","SAMEA2821770 ","PRJEB4940","GCA_000820865.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/820/865/GCA_000820865.1_Bacillus_saudimassiliensis_JCA"
589,"Bacillus sp. BH072","BH072","SAMN03167799 ","PRJNA266571","GCA_000827045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/045/GCA_000827045.1_ASM82704v1"
590,"Bacillus subtilis subsp. subtilis","3NA","SAMN03265456 ","PRJNA270310","GCA_000827065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/065/GCA_000827065.1_ASM82706v1"
591,"Bacillus pumilus","B4127","SAMN03267269 ","PRJNA270572","GCA_000828345.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/345/GCA_000828345.1_ASM82834v1"
592,"Bacillus pumilus","B4129","SAMN03267270 ","PRJNA270572","GCA_000828375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/375/GCA_000828375.1_ASM82837v1"
593,"Bacillus pumilus","B4107","SAMN03267268 ","PRJNA270572","GCA_000828395.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/395/GCA_000828395.1_ASM82839v1"
594,"Bacillus pumilus","B4134","SAMN03267272 ","PRJNA270572","GCA_000828425.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/425/GCA_000828425.1_ASM82842v1"
595,"Bacillus pumilus","B4133","SAMN03267271 ","PRJNA270572","GCA_000828455.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/455/GCA_000828455.1_ASM82845v1"
596,"Bacillus subtilis subsp. subtilis","B4067","SAMN03167797 ","PRJNA266797","GCA_000828495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/495/GCA_000828495.1_ASM82849v1"
600,"Bacillus atrophaeus","NRS 1221A","SAMN03290662 ","PRJNA273316","GCA_000830075.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/075/GCA_000830075.1_ASM83007v1"
601,"Bacillus anthracis","Ames A0462","SAMN03290655 ","PRJNA273317","GCA_000830095.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/095/GCA_000830095.1_ASM83009v1"
602,"Bacillus subtilis","B4072","SAMN03174422 ","PRJNA266797","GCA_000830595.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/595/GCA_000830595.1_ASM83059v1"
603,"Bacillus subtilis","B4069","SAMN03174419 ","PRJNA266797","GCA_000830605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/605/GCA_000830605.1_ASM83060v1"
604,"Bacillus subtilis","B4068","SAMN03174418 ","PRJNA266797","GCA_000830635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/635/GCA_000830635.1_ASM83063v1"
605,"Bacillus subtilis","B4146","SAMN03174425 ","PRJNA266797","GCA_000830645.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/645/GCA_000830645.1_ASM83064v1"
606,"Bacillus subtilis","B4070","SAMN03174420 ","PRJNA266797","GCA_000830675.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/675/GCA_000830675.1_ASM83067v1"
607,"Bacillus subtilis","B4071","SAMN03174421 ","PRJNA266797","GCA_000830695.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/695/GCA_000830695.1_ASM83069v1"
608,"Bacillus subtilis","B4073","SAMN03174423 ","PRJNA266797","GCA_000830715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/715/GCA_000830715.1_ASM83071v1"
609,"Bacillus subtilis","B4145","SAMN03174424 ","PRJNA266797","GCA_000830735.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/735/GCA_000830735.1_ASM83073v1"
610,"Bacillus bombysepticus str. Wang","Wang","SAMN02691825 ","PRJNA242213","GCA_000831065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/065/GCA_000831065.1_ASM83106v1"
611,"Bacillus anthracis","Pollino","SAMN03296000 ","PRJNA273788","GCA_000831505.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/505/GCA_000831505.1_ASM83150v1"
612,"Bacillus aerophilus","C772","SAMN03290993 ","PRJNA273383","GCA_000831655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/655/GCA_000831655.1_ASM83165v1"
618,"Bacillus cereus D17","D17","SAMN03010435 ","PRJNA236486","GCA_000832385.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/385/GCA_000832385.1_ASM83238v1"
619,"Bacillus cereus 03BB102","03BB102","SAMN03010434 ","PRJNA236041","GCA_000832405.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/405/GCA_000832405.1_ASM83240v1"
620,"Bacillus anthracis","PAK-1","SAMN03010430 ","PRJNA237808","GCA_000832425.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/425/GCA_000832425.1_ASM83242v1"
621,"Bacillus anthracis","Vollum 1B","SAMN03010433 ","PRJNA238082","GCA_000832445.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/445/GCA_000832445.1_ASM83244v1"
622,"Bacillus anthracis","K3","SAMN03010428 ","PRJNA238080","GCA_000832465.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/465/GCA_000832465.1_ASM83246v1"
623,"Bacillus thuringiensis","HD1011","SAMN03010438 ","PRJNA238081","GCA_000832485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/485/GCA_000832485.1_ASM83248v1"
624,"Bacillus anthracis","Ohio ACB","SAMN03010429 ","PRJNA238205","GCA_000832505.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/505/GCA_000832505.1_ASM83250v1"
625,"Bacillus cereus","FM1","SAMN03010436 ","PRJNA238206","GCA_000832525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/525/GCA_000832525.1_ASM83252v1"
626,"Bacillus anthracis","SK-102","SAMN03012770 ","PRJNA238068","GCA_000832565.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/565/GCA_000832565.1_ASM83256v1"
627,"Bacillus anthracis","Pasteur","SAMN03024436 ","PRJNA238046","GCA_000832585.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/585/GCA_000832585.1_ASM83258v1"
628,"Bacillus mycoides","ATCC 6462","SAMN03012838 ","PRJNA238211","GCA_000832605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/605/GCA_000832605.1_ASM83260v1"
629,"Bacillus anthracis str. Sterne","Sterne","SAMN03010431 ","PRJNA236483","GCA_000832635.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/635/GCA_000832635.1_ASM83263v1"
630,"Bacillus anthracis","BA1015","SAMN03010426 ","PRJNA238204","GCA_000832665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/665/GCA_000832665.1_ASM83266v1"
631,"Bacillus anthracis","BA1035","SAMN03010427 ","PRJNA238135","GCA_000832725.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/725/GCA_000832725.1_ASM83272v1"
632,"Bacillus anthracis","RA3","SAMN03075602 ","PRJNA238136","GCA_000832745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/745/GCA_000832745.1_ASM83274v1"
633,"Bacillus cereus","3a","SAMN03085852 ","PRJNA238242","GCA_000832765.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/765/GCA_000832765.1_ASM83276v1"
634,"Bacillus anthracis str. V770-NP-1R","V770-NP-1R","SAMN03092715 ","PRJNA235226","GCA_000832785.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/785/GCA_000832785.1_ASM83278v1"
635,"Bacillus cereus G9241","G9241","SAMN03085864 ","PRJNA235894","GCA_000832805.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/805/GCA_000832805.1_ASM83280v1"
636,"Bacillus thuringiensis","HD571","SAMN03085882 ","PRJNA238070","GCA_000832825.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/825/GCA_000832825.1_ASM83282v1"
637,"Bacillus cereus ATCC 4342","ATCC 4342","SAMN03107142 ","PRJNA243585","GCA_000832845.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/845/GCA_000832845.1_ASM83284v1"
638,"Bacillus cereus 03BB108","03BB108","SAMN03107384 ","PRJNA235227","GCA_000832865.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/865/GCA_000832865.1_ASM83286v1"
639,"Bacillus mycoides","BTZ","SAMN03107476 ","PRJNA238237","GCA_000832885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/885/GCA_000832885.1_ASM83288v1"
641,"Bacillus thuringiensis","HD682","SAMN03120827 ","PRJNA238078","GCA_000832925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/925/GCA_000832925.1_ASM83292v1"
642,"Bacillus anthracis","2002013094","SAMN03174509 ","PRJNA238050","GCA_000832965.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/965/GCA_000832965.1_ASM83296v1"
643,"Bacillus megaterium NBRC 15308 = ATCC 14581","ATCC 14581","SAMN03174779 ","PRJNA238207","GCA_000832985.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/985/GCA_000832985.1_ASM83298v1"
644,"Bacillus amyloliquefaciens","L-H15","SAMN03272519 ","PRJNA271047","GCA_000833005.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/005/GCA_000833005.1_ASM83300v1"
645,"Bacillus cereus E33L","E33L","SAMN03199333 ","PRJNA238054","GCA_000833045.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/045/GCA_000833045.1_ASM83304v1"
646,"Bacillus anthracis","Ames","SAMN03201418 ","PRJNA238045","GCA_000833065.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/065/GCA_000833065.1_ASM83306v1"
647,"Bacillus thuringiensis","97-27","SAMN03223175 ","PRJNA238236","GCA_000833085.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/085/GCA_000833085.1_ASM83308v1"
648,"Bacillus anthracis","Canadian_bison","SAMN03202901 ","PRJNA238044","GCA_000833125.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/125/GCA_000833125.1_ASM83312v1"
649,"Bacillus anthracis str. Turkey32","Turkey32","SAMN03010432 ","PRJNA236040","GCA_000833275.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/275/GCA_000833275.1_ASM83327v1"
650,"Bacillus thuringiensis serovar morrisoni","HD 600","SAMN03218549 ","PRJNA238240","GCA_000833655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/655/GCA_000833655.1_ASM83365v1"
651,"Bacillus thuringiensis HD1002","HD1002","SAMN03010437 ","PRJNA236049","GCA_000835025.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/025/GCA_000835025.1_ASM83502v1"
652,"Bacillus amyloliquefaciens KHG19","KHG19","SAMN02680285 ","PRJNA184846","GCA_000835145.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/145/GCA_000835145.1_ASM83514v1"
653,"Bacillus cereus","S2-8","SAMN03092702 ","PRJNA238071","GCA_000835185.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/185/GCA_000835185.1_ASM83518v1"
654,"Bacillus thuringiensis serovar kurstaki","HD 1","SAMN03216682 ","PRJNA238238","GCA_000835235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/235/GCA_000835235.1_ASM83523v1"
655,"Bacillus sp. L_1B0_5","L_1B0_5","SAMN03273300 ","PRJNA270566","GCA_000836715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/715/GCA_000836715.1_ASM83671v1"
656,"Bacillus sp. L_1B0_8","L_1B0_8","SAMN03273299 ","PRJNA270790","GCA_000836745.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/745/GCA_000836745.1_ASM83674v1"
657,"Bacillus anthracis","A1144","SAMN02999504 ","PRJNA257008","GCA_000875715.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/715/GCA_000875715.1_ASM87571v1"
658,"Bacillus velezensis","AP183","SAMN03271888 ","PRJNA270954","GCA_000875875.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/875/GCA_000875875.1_ASM87587v1"
659,"Bacillus aryabhattai","C765","SAMN03291005 ","PRJNA273363","GCA_000876465.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/876/465/GCA_000876465.1_ASM87646v1"
660,"Bacillus paralicheniformis","BL-09","SAMN03272542 ","PRJNA271049","GCA_000876525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/876/525/GCA_000876525.1_ASM87652v1"
662,"Bacillus sp. YP1","YP1","SAMN03200166 ","PRJNA267752","GCA_000877815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/877/815/GCA_000877815.1_ASM87781v1"
663,"Bacillus subtilis","HM-66","SAMN03272541 ","PRJNA271049","GCA_000878265.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/878/265/GCA_000878265.1_ASM87826v1"
664,"Bacillus thuringiensis Sbt003","Sbt003","SAMN03013093 ","PRJNA175950","GCA_000878525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/878/525/GCA_000878525.1_ASM87852v1"
665,"Bacillus mycoides","B38V","SAMN03288106 ","PRJNA272997","GCA_000931375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/375/GCA_000931375.1_ASM93137v1"
666,"Bacillus subtilis subsp. spizizenii RFWG1A3","RFWG1A3","SAMN01985722 ","PRJNA60737","GCA_000931815.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/815/GCA_000931815.1_G1A3"
669,"Bacillus velezensis","GR4-5","SAMN02808187 ","PRJNA248940","GCA_000934885.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/885/GCA_000934885.1_ASM93488v1"
671,"Bacillus safensis","RIT372","SAMN03365872 ","PRJNA276062","GCA_000935315.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/935/315/GCA_000935315.1_Bac_saf_RIT372_v1"
672,"Bacillus aquimaris","JM7","SAMN03332000 ","PRJNA274730","GCA_000935355.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/935/355/GCA_000935355.1_ASM93535v1"
673,"Bacillus thuringiensis serovar morrisoni","BGSC 4AA1","SAMN03274640 ","PRJNA271502","GCA_000940785.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/785/GCA_000940785.1_ASM94078v1"
674,"Bacillus alveayuensis","24KAM51","SAMN03025778 ","PRJNA260740","GCA_000948175.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/948/175/GCA_000948175.1_BFA_2_A"
675,"Bacillus thuringiensis","Lr7/2","SAMN03025775 ","PRJNA260736","GCA_000948235.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/948/235/GCA_000948235.1_BFA_10_A"
676,"Bacillus cereus","105Ne","SAMN03025785 ","PRJNA260748","GCA_000948245.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/948/245/GCA_000948245.1_BFA_9_A"
677,"Bacillus licheniformis","5NAP23","SAMN03025777 ","PRJNA260738","GCA_000948275.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/948/275/GCA_000948275.1_BFA_12_A"
678,"Bacillus thuringiensis","Lr3/2","SAMN03025782 ","PRJNA260744","GCA_000948325.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/948/325/GCA_000948325.1_BFA_6_A"
679,"Bacillus cereus","Lr 4/2","SAMN03025776 ","PRJNA260737","GCA_000948345.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/948/345/GCA_000948345.1_BFA_11_A"
680,"Bacillus altitudinis","DSM 26896","SAMN03273925 ","PRJNA271315","GCA_000949525.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/949/525/GCA_000949525.1_ASM94952v1"
683,"Bacillus sp.","BS34A","SAMEA2247639 ","PRJEB7328","GCA_000952895.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/952/895/GCA_000952895.1_BS34ACh"
684,"Bacillus subtilis","BS49","SAMEA2780588 ","PRJEB7327","GCA_000953615.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/615/GCA_000953615.1_BS49Ch"
685,"Bacillus aryabhattai B8W22","B8W22","SAMN03159255 ","PRJNA211969","GCA_000956595.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/595/GCA_000956595.1_ASM95659v1"
686,"Bacillus velezensis","KACC 13105","SAMN03198508 ","PRJNA267587","GCA_000960265.2 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/960/265/GCA_000960265.2_ASM96026v2"
688,"Bacillus thuringiensis serovar mexicanensis","27","SAMN03260237 ","PRJNA269979","GCA_000969665.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/665/GCA_000969665.1_ASM96966v1"
689,"Bacillus sp. TH008","TH008","SAMN03291350 ","PRJNA273390","GCA_000970445.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/445/GCA_000970445.1_ASM97044v1"
690,"Bacillus sp. CMAA 1185","CMAA 1185","SAMN03435316 ","PRJNA278932","GCA_000970655.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/655/GCA_000970655.1_ASM97065v1"
691,"Bacillus sp. UMTAT18","UMTAT18","SAMN03145045 ","PRJNA265014","GCA_000971535.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/971/535/GCA_000971535.1_ASM97153v1"
692,"Bacillus subtilis KCTC 1028","KCTC 1028","SAMN03394574 ","PRJNA81651","GCA_000971925.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/971/925/GCA_000971925.1_ASM97192v1"
693,"Bacillus endophyticus","Hbe603","SAMN03457172 ","PRJNA280147","GCA_000972245.3 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/245/GCA_000972245.3_ASM97224v3"
694,"Bacillus pumilus","W3","SAMN03420843 ","PRJNA278492","GCA_000972685.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/685/GCA_000972685.1_ASM97268v1"
695,"Bacillus safensis","JPL_MERTA8-2","SAMN03459579 ","PRJNA259779","GCA_000972825.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/825/GCA_000972825.1_ASM97282v1"
696,"Bacillus amyloliquefaciens","L-S60","SAMN03470201 ","PRJNA280801","GCA_000973485.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/485/GCA_000973485.1_ASM97348v1"
697,"Bacillus velezensis NJN-6","NJN-6","SAMN03492032 ","PRJNA236411","GCA_000973585.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/585/GCA_000973585.1_ASM97358v1"
698,"Bacillus subtilis HJ5","HJ5","SAMN03492038 ","PRJNA236412","GCA_000973605.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/605/GCA_000973605.1_ASM97360v1"
699,"Bacillus cereus","FORC_005","SAMN03140101 ","PRJNA261557","GCA_000978375.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/375/GCA_000978375.1_ASM97837v1"
700,"Bacillus sp. LM 4-2","LM 4-2","SAMN03394562 ","PRJNA277611","GCA_000978495.1 ","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/495/GCA_000978495.1_ASM97849v1"
